マンション名,都,区,区域,間取り,間取りDK,間取りK,間取りL,間取りS,築年数,建物高さ,階,専有面積,賃料+管理費,敷/礼,路線1,駅1,徒歩1,賃料,管理費,敷金,礼金
東京メトロ半蔵門線半蔵門駅13階建築19年,東京都,千代田区,麹町１,1,0,0,0,0,19,13,10,22,120000,220000,東京メトロ半蔵門線,半蔵門駅,2,110000,10000,110000,110000
東京メトロ半蔵門線半蔵門駅13階建築19年,東京都,千代田区,鍛冶町１,1,0,0,0,0,19,13,4,22,136500,126000,東京メトロ半蔵門線,半蔵門駅,2,126000,10500,0,126000
FLATS一番町,東京都,千代田区,一番町,1,0,0,0,0,19,9,3,35,138000,256000,東京メトロ半蔵門線,半蔵門駅,2,128000,10000,128000,128000
ア－バン　シュプリ－ム　秋葉原,東京都,千代田区,神田和泉町,1,0,0,0,0,7,5,5,20,90000,87000,ＪＲ総武線,浅草橋駅,6,87000,3000,87000,0
ＪＲ総武線市ケ谷駅9階建築23年,東京都,千代田区,九段南３,1,0,0,0,0,23,9,6,22,117500,107000,ＪＲ総武線,市ケ谷駅,5,107000,10500,0,107000
レジデンス千鳥ヶ淵,東京都,千代田区,九段南４,1,0,0,0,0,9,3,1,21,93000,85000,都営新宿線,市ケ谷駅,2,85000,8000,85000,0
東京メトロ有楽町線市ケ谷駅3階建築9年,東京都,千代田区,九段南４,1,0,0,0,0,9,3,1,21,93000,85000,東京メトロ有楽町線,市ケ谷駅,2,85000,8000,85000,0
ストーク東神田,東京都,千代田区,東神田３,1,1,0,1,0,41,7,4,32,142000,270000,ＪＲ総武線,浅草橋駅,2,135000,7000,135000,135000
都営新宿線小川町駅14階建築16年,東京都,千代田区,神田錦町１,1,0,0,0,0,16,14,7,31,121000,226000,都営新宿線,小川町駅,8,113000,8000,113000,113000
ＪＲ山手線神田駅12階建築20年,東京都,千代田区,岩本町２,1,0,0,0,0,20,12,2,22,88000,160000,ＪＲ山手線,神田駅,5,80000,8000,80000,80000
菱和パレス御茶ノ水駿河台,東京都,千代田区,神田錦町３,1,0,0,0,0,23,11,5,22,90000,166000,都営新宿線,神保町駅,5,83000,7000,83000,83000
ＣＫ３３２,東京都,千代田区,九段南３,1,0,0,0,0,3,5,3,12,94000,0,都営新宿線,市ケ谷駅,6,91000,3000,0,0
東京メトロ丸ノ内線淡路町駅12階建築16年,東京都,千代田区,神田多町２,1,0,0,0,0,16,12,9,33,142000,132000,東京メトロ丸ノ内線,淡路町駅,2,132000,10000,0,132000
ＪＲ総武線浅草橋駅10階建築16年,東京都,千代田区,東神田３,1,0,0,0,0,16,10,4,24,90000,164000,ＪＲ総武線,浅草橋駅,6,82000,8000,82000,82000
CELESTIA　セレスティア,東京都,千代田区,神田多町２,1,0,0,0,0,0,9,2,15,115000,220000,都営新宿線,小川町駅,2,110000,5000,110000,110000
東急ドエル・グラフィオ麹町,東京都,千代田区,麹町３,1,0,0,0,0,21,8,3,23,104000,190000,東京メトロ有楽町線,麹町駅,2,95000,9000,95000,95000
富士見フラワーハイホーム,東京都,千代田区,富士見２,1,1,0,1,0,44,7,1,44,160000,160000,ＪＲ総武線,飯田橋駅,2,160000,0,160000,0
東京メトロ半蔵門線半蔵門駅地下1地上7階建築20年,東京都,千代田区,麹町２,1,0,0,0,0,20,7,4,39,159000,159000,東京メトロ半蔵門線,半蔵門駅,2,159000,0,159000,0
東京メトロ銀座線末広町駅5階建築4年,東京都,千代田区,外神田６,1,0,0,0,0,4,5,4,11,80000,150000,東京メトロ銀座線,末広町駅,2,75000,5000,75000,75000
TOKYO　MIRAI3,東京都,千代田区,外神田６,1,0,0,0,0,4,5,4,11,80000,150000,東京メトロ銀座線,末広町駅,2,75000,5000,75000,75000
東京メトロ日比谷線秋葉原駅9階建築18年,東京都,千代田区,神田和泉町,1,0,0,0,0,18,9,9,23,104000,96000,東京メトロ日比谷線,秋葉原駅,6,96000,8000,0,96000
東京メトロ半蔵門線半蔵門駅5階建築42年,東京都,千代田区,麹町２,1,1,0,1,0,42,5,4,42,187000,374000,東京メトロ半蔵門線,半蔵門駅,2,187000,0,187000,187000
東京メトロ半蔵門線半蔵門駅7階建築46年,東京都,千代田区,一番町,1,1,0,1,0,46,7,5,41,180000,360000,東京メトロ半蔵門線,半蔵門駅,2,180000,0,180000,180000
リーガルタワー神保町(リーガルタワージンボウチョウ),東京都,千代田区,神田神保町２,1,0,0,0,0,18,13,4,30,136000,121000,都営新宿線,神保町駅,1,121000,15000,121000,0
アイル秋葉原・ＥＡＳＴ,東京都,千代田区,東神田３,1,0,0,0,0,17,10,4,22,96000,86000,ＪＲ総武線,浅草橋駅,1,86000,10000,86000,0
東京メトロ半蔵門線半蔵門駅6階建築24年,東京都,千代田区,平河町２,1,0,0,0,0,24,6,2,23,123000,230000,東京メトロ半蔵門線,半蔵門駅,5,115000,8000,115000,115000
LEO九段BUILDING,東京都,千代田区,九段北１,1,0,0,0,0,18,13,10,37,160000,150000,東京メトロ東西線,九段下駅,1,150000,10000,150000,0
ダイアパレス二番町,東京都,千代田区,二番町,1,1,0,1,0,41,8,4,38,149000,278000,東京メトロ有楽町線,麹町駅,1,139000,10000,139000,139000
ハ－スグラ－フ,東京都,千代田区,九段南３,1,0,0,0,0,22,6,2,33,130000,125000,ＪＲ中央線,市ケ谷駅,6,125000,5000,125000,0
東京メトロ半蔵門線半蔵門駅5階建築25年,東京都,千代田区,平河町１,1,0,0,0,0,25,5,3,37,131700,312500,東京メトロ半蔵門線,半蔵門駅,5,125000,6700,187500,125000
ＪＲ山手線秋葉原駅11階建築22年,東京都,千代田区,東神田２,1,0,0,0,0,22,11,3,22,90000,80000,ＪＲ山手線,秋葉原駅,6,80000,10000,0,80000
デュオ・スカーラ御茶ノ水,東京都,千代田区,神田淡路町１,1,0,0,0,0,20,8,5,23,104000,96000,都営新宿線,小川町駅,1,96000,8000,0,96000
一番町ファーストビル,東京都,千代田区,一番町,1,1,0,0,0,36,6,5,44,156000,292000,東京メトロ半蔵門線,半蔵門駅,3,146000,10000,146000,146000
和泉町中央ビル,東京都,千代田区,神田和泉町,1,0,0,0,0,33,6,6,26,110000,300000,ＪＲ山手線,秋葉原駅,4,100000,10000,200000,100000
麹町クリスタルシティ西館,東京都,千代田区,麹町４,1,0,0,0,0,31,17,5,27,128000,236000,東京メトロ有楽町線,麹町駅,1,118000,10000,118000,118000
トーア岩本町マンション,東京都,千代田区,岩本町１,1,0,0,0,0,42,9,2,18,83000,0,東京メトロ日比谷線,小伝馬町駅,5,74000,9000,0,0
ＪＲ中央線市ケ谷駅7階建築23年,東京都,千代田区,五番町,1,0,0,0,0,23,7,3,25,110000,0,ＪＲ中央線,市ケ谷駅,2,99000,11000,0,0
ＪＲ山手線秋葉原駅11階建築19年,東京都,千代田区,岩本町３,1,0,0,0,0,19,11,10,23,95000,190000,ＪＲ山手線,秋葉原駅,6,95000,0,95000,95000
都営新宿線神保町駅地下1地上11階建築22年,東京都,千代田区,神田神保町２,1,0,0,0,0,22,11,10,22,100000,90000,都営新宿線,神保町駅,1,90000,10000,0,90000
ＪＲ山手線神田駅13階建築18年,東京都,千代田区,岩本町２,1,0,0,0,0,18,13,10,31,129000,119000,ＪＲ山手線,神田駅,7,119000,10000,0,119000
東京メトロ半蔵門線神保町駅9階建築23年,東京都,千代田区,神田神保町２,1,0,0,0,0,23,9,5,27,102000,0,東京メトロ半蔵門線,神保町駅,1,88000,14000,0,0
クレール麹町,東京都,千代田区,麹町１,1,1,0,1,0,43,10,5,50,230000,200000,東京メトロ半蔵門線,半蔵門駅,1,200000,30000,200000,0
東京メトロ半蔵門線半蔵門駅地下2地上10階建築43年,東京都,千代田区,麹町１,1,1,0,1,0,43,10,5,50,230000,200000,東京メトロ半蔵門線,半蔵門駅,1,200000,30000,200000,0
ParkWell秋葉原　【パークウェル秋葉原】,東京都,千代田区,岩本町３,1,0,0,0,0,17,12,12,22,89000,178000,ＪＲ山手線,秋葉原駅,7,89000,0,89000,89000
アーノンブライト一番町,東京都,千代田区,一番町,1,0,0,0,0,18,11,4,47,157000,302000,東京メトロ半蔵門線,半蔵門駅,1,151000,6000,151000,151000
東京メトロ半蔵門線半蔵門駅11階建築18年,東京都,千代田区,一番町,1,0,0,0,0,18,11,4,47,157000,302000,東京メトロ半蔵門線,半蔵門駅,1,151000,6000,151000,151000
東京メトロ東西線九段下駅10階建築14年,東京都,千代田区,九段南２,1,0,0,0,0,14,10,3,31,143000,276000,東京メトロ東西線,九段下駅,7,138000,5000,276000,0
坂の上テラス,東京都,千代田区,九段南２,1,0,0,0,0,14,10,3,31,143000,276000,東京メトロ東西線,九段下駅,7,138000,5000,276000,0
平河町ドリームマンション,東京都,千代田区,平河町１,1,0,0,0,0,43,8,2,32,125000,240000,東京メトロ半蔵門線,半蔵門駅,4,120000,5000,120000,120000
フラット九段南,東京都,千代田区,九段南３,1,0,0,0,0,37,8,4,23,91000,160000,都営新宿線,市ケ谷駅,4,80000,11000,80000,80000
ＪＲ総武線市ケ谷駅10階建築20年,東京都,千代田区,三番町,1,0,0,0,0,20,10,5,23,131500,121000,ＪＲ総武線,市ケ谷駅,7,121000,10500,0,121000
東京メトロ半蔵門線九段下駅地下1地上12階建築20年,東京都,千代田区,九段南２,1,0,0,0,0,20,12,3,22,96000,176000,東京メトロ半蔵門線,九段下駅,7,88000,8000,88000,88000
ライオンズマンション九段南,東京都,千代田区,九段南２,1,0,0,0,0,43,5,1,18,85000,79000,ＪＲ中央線,市ケ谷駅,7,79000,6000,79000,0
東京メトロ東西線九段下駅5階建築43年,東京都,千代田区,九段南２,1,1,0,1,0,43,5,2,37,145000,290000,東京メトロ東西線,九段下駅,8,145000,0,145000,145000
ウィン神田,東京都,千代田区,神田須田町１,1,0,0,0,0,42,11,9,21,95000,85000,東京メトロ銀座線,神田駅,4,85000,10000,85000,0
ＪＲ山手線秋葉原駅地下1地上11階建築42年,東京都,千代田区,神田須田町１,1,0,0,0,0,42,11,9,21,95000,85000,ＪＲ山手線,秋葉原駅,4,85000,10000,85000,0
ＪＲ山手線神田駅8階建築20年,東京都,千代田区,岩本町２,1,0,0,0,0,20,8,3,25,101000,91000,ＪＲ山手線,神田駅,7,91000,10000,0,91000
東京メトロ東西線九段下駅6階建築39年,東京都,千代田区,飯田橋１,1,0,0,0,0,39,6,4,18,70000,204000,東京メトロ東西線,九段下駅,4,68000,2000,136000,68000
ＪＲ山手線秋葉原駅9階建築21年,東京都,千代田区,外神田３,1,1,0,1,0,21,9,8,53,203000,376000,ＪＲ山手線,秋葉原駅,9,188000,15000,188000,188000
ＪＲ総武線快速馬喰町駅7階建築33年,東京都,千代田区,東神田１,1,0,0,0,0,33,7,2,19,75000,144000,ＪＲ総武線快速,馬喰町駅,3,72000,3000,72000,72000
ＪＲ山手線神田駅5階建築44年,東京都,千代田区,神田司町２,1,0,0,0,0,44,5,2,23,79000,74000,ＪＲ山手線,神田駅,5,74000,5000,74000,0
ＪＲ山手線神田駅4階建築56年,東京都,千代田区,神田須田町１,1,1,0,1,1,56,4,4,38,150000,150000,ＪＲ山手線,神田駅,8,150000,0,0,150000
東京メトロ日比谷線小伝馬町駅10階建築37年,東京都,千代田区,岩本町１,1,0,0,0,0,37,10,8,30,129000,111000,東京メトロ日比谷線,小伝馬町駅,3,111000,18000,0,111000
東京メトロ東西線九段下駅5階建築55年,東京都,千代田区,九段北１,1,0,0,0,0,55,5,5,25,99000,92000,東京メトロ東西線,九段下駅,4,92000,7000,92000,0
コノエ三番町,東京都,千代田区,三番町,1,1,0,0,0,11,12,7,30,160000,320000,ＪＲ中央線,市ケ谷駅,9,160000,0,160000,160000
藤和半蔵門コープ,東京都,千代田区,隼町,1,0,0,0,0,40,10,4,27,102000,196000,東京メトロ半蔵門線,半蔵門駅,3,98000,4000,98000,98000
シルキーハイツ九段南,東京都,千代田区,九段南４,1,0,0,0,0,41,7,4,33,110000,200000,都営新宿線,市ケ谷駅,3,100000,10000,100000,100000
九段リハイム,東京都,千代田区,九段北１,1,0,0,0,0,38,11,6,20,92500,82000,東京メトロ半蔵門線,九段下駅,3,82000,10500,0,82000
東京メトロ半蔵門線九段下駅11階建築38年,東京都,千代田区,九段北１,1,0,0,0,0,38,11,6,20,92500,82000,東京メトロ半蔵門線,九段下駅,3,82000,10500,0,82000
PARKAXIS小伝馬町　【パークアクシス小伝馬町】,東京都,千代田区,岩本町１,1,1,0,1,0,19,14,8,40,186000,173000,ＪＲ山手線,神田駅,10,173000,13000,173000,0
ライオンズマンション半蔵門,東京都,千代田区,平河町１,1,0,0,0,0,41,9,8,19,82000,164000,東京メトロ半蔵門線,半蔵門駅,3,82000,0,82000,82000
VICOLOヴィコロ,東京都,千代田区,神田淡路町１,1,0,0,0,0,16,7,1,26,450000,1350000,東京メトロ千代田線,新御茶ノ水駅,1,450000,0,900000,450000
ＪＲ山手線秋葉原駅12階建築19年,東京都,千代田区,岩本町３,1,0,0,0,0,19,12,4,24,106000,0,ＪＲ山手線,秋葉原駅,8,96000,10000,0,0
明君モナーク九段,東京都,千代田区,九段北４,1,0,0,0,0,42,9,4,18,75000,150000,都営新宿線,市ケ谷駅,3,75000,0,75000,75000
ラフィネお茶の水,東京都,千代田区,神田小川町３,1,0,0,0,0,41,13,10,16,65000,130000,東京メトロ千代田線,新御茶ノ水駅,3,65000,0,65000,65000
東京メトロ東西線九段下駅8階建築45年,東京都,千代田区,神田神保町３,1,0,0,0,0,45,8,4,15,72000,0,東京メトロ東西線,九段下駅,3,72000,0,0,0
都営新宿線岩本町駅5階建築45年,東京都,千代田区,岩本町２,1,0,0,0,0,45,5,5,15,73000,136000,都営新宿線,岩本町駅,3,68000,5000,68000,68000
九段フラワーホーム,東京都,千代田区,九段北４,1,0,0,0,0,44,9,4,21,80000,80000,ＪＲ中央線,市ケ谷駅,2,80000,0,80000,0
東京メトロ半蔵門線半蔵門駅9階建築39年,東京都,千代田区,平河町１,1,0,0,0,0,39,9,4,27,125000,230000,東京メトロ半蔵門線,半蔵門駅,2,115000,10000,115000,115000
シントミプラザ永田町,東京都,千代田区,平河町２,1,0,0,0,0,42,4,4,36,120699,0,東京メトロ有楽町線,永田町駅,6,111199,9500,0,0
ステラハイム三番町,東京都,千代田区,三番町,1,0,0,0,0,51,4,4,23,88000,88000,都営新宿線,市ケ谷駅,5,88000,0,88000,0
ＪＲ総武線市ケ谷駅地下1地上10階建築38年,東京都,千代田区,九段南４,1,0,0,0,0,38,10,6,23,101000,188000,ＪＲ総武線,市ケ谷駅,2,94000,7000,94000,94000
都営新宿線岩本町駅11階建築39年,東京都,千代田区,岩本町２,1,0,0,0,0,39,11,6,23,96000,0,都営新宿線,岩本町駅,2,88000,8000,0,0
ダイアパレス東神田,東京都,千代田区,東神田２,1,0,0,0,0,39,10,9,26,79000,138000,東京メトロ日比谷線,秋葉原駅,6,69000,10000,69000,69000
レヴァンテ,東京都,千代田区,東神田２,1,1,0,0,0,29,5,2,40,120000,0,ＪＲ山手線,秋葉原駅,8,120000,0,0,0
ＪＲ総武線快速馬喰町駅8階建築39年,東京都,千代田区,東神田１,1,0,0,0,0,39,8,4,19,82000,162000,ＪＲ総武線快速,馬喰町駅,2,81000,1000,81000,81000
ＪＲ中央線市ケ谷駅7階建築19年,東京都,千代田区,四番町,1,0,0,0,0,19,7,1,46,235000,470000,ＪＲ中央線,市ケ谷駅,8,235000,0,235000,235000
ライオンズステーションプラザ半蔵門,東京都,千代田区,麹町１,1,0,0,0,0,41,10,6,17,82000,154000,東京メトロ半蔵門線,半蔵門駅,2,77000,5000,77000,77000
リズブラン401,東京都,千代田区,神田須田町１,1,0,0,0,0,65,4,4,31,120000,220000,東京メトロ銀座線,神田駅,2,110000,10000,110000,110000
アベニ－ル神田,東京都,千代田区,神田美土代町,1,0,0,0,0,41,4,4,16,79000,75000,東京メトロ千代田線,新御茶ノ水駅,2,75000,4000,75000,0
東京メトロ半蔵門線神保町駅地下1地上7階建築41年,東京都,千代田区,神田神保町３,1,0,0,0,0,41,7,3,23,82000,72000,東京メトロ半蔵門線,神保町駅,2,72000,10000,72000,0
メイゾン麹町,東京都,千代田区,麹町３,1,0,0,0,0,41,10,5,32,150000,300000,東京メトロ有楽町線,麹町駅,1,150000,0,150000,150000
ＪＲ山手線秋葉原駅6階建築63年,東京都,千代田区,神田和泉町,1,0,0,0,0,63,6,6,15,66000,0,ＪＲ山手線,秋葉原駅,3,66000,0,0,0
東京メトロ有楽町線麹町駅地下1地上11階建築51年,東京都,千代田区,二番町,1,0,0,0,0,51,11,2,15,71000,68000,東京メトロ有楽町線,麹町駅,2,68000,3000,68000,0
番町ロイヤルコート,東京都,千代田区,一番町,1,0,0,0,0,46,9,2,22,87000,261000,東京メトロ半蔵門線,半蔵門駅,1,87000,0,174000,87000
東京メトロ東西線飯田橋駅8階建築40年,東京都,千代田区,飯田橋４,1,0,0,0,0,40,8,6,23,74000,138000,東京メトロ東西線,飯田橋駅,1,69000,5000,69000,69000
東京メトロ半蔵門線半蔵門駅10階建築46年,東京都,千代田区,麹町１,1,0,0,0,0,46,10,7,34,160000,320000,東京メトロ半蔵門線,半蔵門駅,1,160000,0,160000,160000
ＪＲ山手線神田駅地下1地上5階建築45年,東京都,千代田区,内神田３,1,0,0,0,0,45,5,5,49,190000,360000,ＪＲ山手線,神田駅,1,180000,10000,180000,180000
グラン三番町,東京都,千代田区,三番町,1,1,0,0,0,43,5,1,27,135000,246000,東京メトロ半蔵門線,半蔵門駅,8,123000,12000,123000,123000
クラヤビル,東京都,千代田区,神田神保町３,1,0,0,0,0,74,2,2,25,68000,136000,東京メトロ東西線,九段下駅,2,68000,0,68000,68000
東京メトロ半蔵門線神保町駅6階建築62年,東京都,千代田区,西神田２,1,0,0,0,0,62,6,5,13,65000,124000,東京メトロ半蔵門線,神保町駅,6,62000,3000,62000,62000
ＪＲ山手線神田駅10階建築24年,東京都,千代田区,内神田１,1,0,0,0,0,24,10,10,41,173000,465000,ＪＲ山手線,神田駅,9,155000,18000,465000,0
ＪＲ山手線秋葉原駅6階建築20年,東京都,千代田区,外神田２,1,0,0,0,0,20,6,4,30,120000,110000,ＪＲ山手線,秋葉原駅,10,110000,10000,110000,0
マンションエイキ,東京都,千代田区,九段南２,1,0,0,0,0,51,5,3,25,78000,156000,ＪＲ中央線,市ケ谷駅,8,78000,0,78000,78000
ＪＲ山手線秋葉原駅10階建築39年,東京都,千代田区,東神田２,1,0,0,0,0,39,10,8,29,89000,174000,ＪＲ山手線,秋葉原駅,8,87000,2000,87000,87000
東京メトロ千代田線新御茶ノ水駅13階建築41年,東京都,千代田区,神田小川町３,1,0,0,0,0,41,13,6,19,73000,146000,東京メトロ千代田線,新御茶ノ水駅,8,73000,0,73000,73000
ＪＲ山手線神田駅4階建築44年,東京都,千代田区,東神田１,1,0,0,0,0,44,4,1,5,58000,0,ＪＲ山手線,神田駅,10,47000,11000,0,0
